date_added,company,title,location,url,fit_score,ai_ds_alignment,visa_risk,recommended_action,application_status,notes
2026-05-24,Biogen,"Co-op, Artificial Intelligence Innovation","Cambridge, MA, United States",https://biibhr.wd3.myworkdayjobs.com/en-US/external/job/Cambridge-MA/Co-op--Decision---Quality-Analytics-Innovation_REQ22295,,Strong,Low,,Saved,
